name,molecule,dosage_form,date_of_approval,company,treatment_for,url,molecule_url,drug_class,image,related_drugs,rating,reviews,reviews_url,side_effects_url,Availability,Pregnancy & Lactation,CSA Schedule*,Approval History,WADA Class,most_reviewed_condition,most_reviewed_rating,n_reviews,number_side_effects,price,shop_dosis,prices_url
Myrbetriq,mirabegron,Extended Release Tablets and Granules,"June 28, 2012",Astellas Pharma Inc.,Overactive Bladder; Neurogenic Detrusor Overactivity,https://www.drugs.com/myrbetriq.html,https://www.drugs.com/mtm/mirabegron.html,Urinary antispasmodics,,"Botox, oxybutynin, solifenacin, tolterodine, mirabegron, Detrol, Ditropan",4.9,272,https://www.drugs.com/comments/mirabegron/myrbetriq.html,https://www.drugs.com/sfx/myrbetriq-side-effects.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2012,,Urinary Frequency  ,5.1,174,11.0,$252.74,8 mg/mL,https://www.drugs.com/price-guide/myrbetriq
Naglazyme,galsulfase,- formerly Aryplase,"May 31, 2005",BioMarin Pharmaceutical Inc.,Mucopolysaccharidosis Type VI,https://www.drugs.com/naglazyme.html,https://www.drugs.com/mtm/galsulfase.html,Lysosomal enzymes,,galsulfase,,,,https://www.drugs.com/sfx/naglazyme-side-effects.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2005,,,,,11.0,"$2,479.84",1 mg/mL,https://www.drugs.com/price-guide/naglazyme
Namenda,memantine hydrochloride,,"October 16, 2003","Allergan, Inc.",Alzheimer's Disease,https://www.drugs.com/namenda.html,https://www.drugs.com/mtm/memantine.html,Namenda XR,,"donepezil, memantine, Aricept, rivastigmine, vitamin e, Exelon",5.4,30,https://www.drugs.com/comments/memantine/namenda.html,https://www.drugs.com/sfx/namenda-side-effects.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2003,,Alzheimer's Disease  ,4.9,25,10.0,$391.88,immediate release,https://www.drugs.com/price-guide/namenda
Namzaric,donepezil and memantine,,"December 23, 2014","Allergan, Inc.",Alzheimer's Disease,https://www.drugs.com/namzaric.html,https://www.drugs.com/mtm/donepezil-and-memantine.html,Cholinesterase inhibitors,,"donepezil, memantine, Aricept, Namenda, rivastigmine, Exelon",,,,https://www.drugs.com/sfx/namzaric-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,12.0,$631.28,10 mg-7 mg,https://www.drugs.com/price-guide/namzaric
Narcan,naloxone,Nasal Spray,"November 18, 2015","Emergent BioSolutions, Inc.",Opioid Overdose,https://www.drugs.com/narcan.html,https://www.drugs.com/naloxone.html,Antidotes,,"naloxone, nalmefene, Kloxxado, Evzio, Opvee",,,,https://www.drugs.com/sfx/narcan-side-effects.html,Over the counter,Risk data available,Not a controlled drug,Drug history at FDA,,,,,1.0,$56.88,4 mg/0.1 mL,https://www.drugs.com/price-guide/narcan
Nasonex 24HR Allergy,mometasone furoate monohydrate,Nasal Spray,"March 17, 2022",Perrigo Company plc,Allergic Rhinitis,https://www.drugs.com/nasonex.html,https://www.drugs.com/mtm/mometasone-nasal.html,Nasal steroids,,,,,,https://www.drugs.com/sfx/nasonex-24hr-allergy-side-effects.html,Over the counter,Risk data available,Not a controlled drug,,Anti-Doping Classification,,,,10.0,$70.81,50 mcg/inh,https://www.drugs.com/price-guide/nasonex
Natazia,dienogest and estradiol valerate,- formerly Qlaira,"May 6, 2010",Bayer HealthCare Pharmaceuticals Inc.,"Contraception, Heavy Menstrual Bleeding",https://www.drugs.com/natazia.html,https://www.drugs.com/mtm/dienogest-and-estradiol.html,Contraceptives,,"norethindrone, tranexamic acid, levonorgestrel, medroxyprogesterone, Provera, Mirena, Depo Provera",6.6,67,https://www.drugs.com/comments/dienogest-estradiol/natazia.html,https://www.drugs.com/sfx/natazia-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,Birth Control  ,6.4,54,6.0,$792.30,multiphasic,https://www.drugs.com/price-guide/natazia
Natpara,parathyroid hormone,Injection,"January 23, 2015","NPS Pharmaceuticals, Inc.",Hypoparathyroidism,https://www.drugs.com/natpara.html,https://www.drugs.com/cons/parathyroid-hormone.html,Parathyroid hormone and analogs,,"ergocalciferol, calcitriol, calcium carbonate, Caltrate, Drisdol, Rocaltrol",,,,https://www.drugs.com/sfx/natpara-side-effects.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2015,,,,,10.0,"$10,452.26",25 mcg/dose,https://www.drugs.com/price-guide/natpara
Natroba,spinosad,Topical Suspension,"January 18, 2011",ParaPRO LLC,Lice,https://www.drugs.com/natroba.html,https://www.drugs.com/mtm/spinosad-topical.html,Topical anti-infectives,,,,,,https://www.drugs.com/sfx/natroba-side-effects.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2011,,,,,2.0,$300.60,0.9%,https://www.drugs.com/price-guide/natroba
Navstel,"balanced salt ophthalmic solution with hypromellose, dextrose and glutathione",Intraocular Irrigating Solution,"July 24, 2008","Alcon Laboratories, Inc.",Intraocular Irrigation,https://www.drugs.com/navstel.html,https://www.drugs.com/mtm/ophthalmic-irrigation-intraocular.html,Ophthalmic lubricants and irrigations,,"lidocaine ophthalmic, Alcaine, proparacaine ophthalmic, chloroprocaine ophthalmic, Akten, Balanced Salt Solution",,,,https://www.drugs.com/sfx/navstel-side-effects.html,Discontinued,,Not a controlled drug,,,,,,2.0,,,
Nayzilam,midazolam,Nasal Spray,"May 17, 2019",UCB,Seizure Clusters,https://www.drugs.com/nayzilam.html,https://www.drugs.com/mtm/midazolam.html,Benzodiazepines,,"Diastat, gabapentin, clonazepam, lamotrigine, pregabalin, topiramate, diazepam",,,,https://www.drugs.com/sfx/nayzilam-side-effects.html,Prescription only,Risk data available,Some potential for abuse,Drug history at FDA,,,,,2.0,$694.64,5 mg/inh,https://www.drugs.com/price-guide/nayzilam
Nerlynx,neratinib,Tablets,"July 17, 2017","Puma Biotechnology, Inc.",Breast Cancer,https://www.drugs.com/nerlynx.html,https://www.drugs.com/mtm/neratinib.html,EGFR inhibitors,,,4.9,20,https://www.drugs.com/comments/neratinib/nerlynx.html,https://www.drugs.com/sfx/nerlynx-side-effects.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2017,,"Breast Cancer, Adjuvant  ",4.9,20,1.0,"$17,241.85",40 mg,https://www.drugs.com/price-guide/nerlynx
Nesina,alogliptin,Tablets  - formerly SYR-322,"January 25, 2013",Takeda Pharmaceutical Company Limited,"Diabetes, Type 2",https://www.drugs.com/nesina.html,https://www.drugs.com/mtm/alogliptin.html,Dipeptidyl peptidase 4 inhibitors,,,,,,https://www.drugs.com/sfx/nesina-side-effects.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2013,,,,,18.0,$440.19,6.25 mg,https://www.drugs.com/price-guide/nesina
Neupro,rotigotine,Transdermal System,"May 9, 2007",Schwarz Pharma,"Parkinson's Disease, Restless Legs Syndrome",https://www.drugs.com/neupro.html,https://www.drugs.com/mtm/rotigotine-transdermal.html,Dopaminergic antiparkinsonism agents,,"ropinirole, benztropine, pramipexole, carbidopa / levodopa, levodopa, Mirapex, Requip",7.7,70,https://www.drugs.com/comments/rotigotine/neupro.html,https://www.drugs.com/sfx/neupro-side-effects.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2007,,Restless Legs Syndrome  ,8.1,47,2.0,$897.07,1 mg/24 hr,https://www.drugs.com/price-guide/neupro
Nevanac,nepafenac,Ophthalmic Suspension,"August 19, 2005","Alcon, Inc.",Postoperative Ocular Inflammation,https://www.drugs.com/nevanac.html,https://www.drugs.com/nepafenac.html,Ophthalmic anti-inflammatory agents,,,,,,https://www.drugs.com/sfx/nevanac-side-effects.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2005,,,,,4.0,$356.06,0.1%,https://www.drugs.com/price-guide/nevanac
FDA Approves Dutrebis (lamivudine and raltegravir) for HIV-1 Infection,lamivudine and raltegravir,Tablets,"February 6, 2015",Merck,HIV Infection,https://www.drugs.com/newdrugs/fda-approves-dutrebis-lamivudine-raltegravir-hiv-1-infection-4163.html,,,,,,,,,Discontinued,,Not a controlled drug,Drug history at FDA,,,,,,,,
FDA Approves Endari (L-glutamine oral powder) for Sickle Cell Disease,L-glutamine,Oral Powder,"July 7, 2017",Emmaus Life Sciences Inc.,Sickle Cell Anemia,https://www.drugs.com/newdrugs/fda-approves-endari-l-glutamine-oral-powder-sickle-cell-4555.html,,,,,,,,,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,,,,
FDA Approves Envarsus XR (tacrolimus) for Prevention of Organ Rejection in Kidney Transplant Patients,tacrolimus,Extended-Release Tablets,"July 10, 2015",Veloxis Pharmaceuticals A/S,"Organ Transplant, Rejection Prophylaxis",https://www.drugs.com/newdrugs/fda-approves-envarsus-xr-tacrolimus-prevention-organ-rejection-kidney-transplant-patients-4229.html,,,,,,,,,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,,,,
FDA Approves Flonase Allergy Relief for Sale Over-the-Counter in the United States,fluticasone propionate,Nasal Spray,"July 23, 2014",GlaxoSmithKline plc,Allergic Rhinitis,https://www.drugs.com/newdrugs/fda-approves-flonase-allergy-relief-sale-over-counter-united-states-4059.html,,,,,,,,,Over the counter,Risk data available,Not a controlled drug,,Anti-Doping Classification,,,,,,,
FDA Approves Gallium 68 PSMA-11 as the First PSMA-Targeted PET Imaging Drug for Men with Prostate Cancer,,Injection,"December 1, 2020","University of California, San Francisco",Diagnosis and Investigation,https://www.drugs.com/newdrugs/fda-approves-gallium-68-psma-11-first-psma-targeted-pet-imaging-men-prostate-cancer-5395.html,,,,,,,,,,,,,,,,,,,,
FDA Approves Giapreza (angiotensin II) to Treat Dangerously Low Blood Pressure,angiotensin II,Injection  - formerly LJPC-501,"December 21, 2017",La Jolla Pharmaceutical Company,"Hypotension, Shock",https://www.drugs.com/newdrugs/fda-approves-giapreza-angiotensin-ii-dangerously-low-blood-pressure-4666.html,,,,,,,,,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,,,,
FDA Approves Intravenous Formulation of Akynzeo (fosnetupitant/palonosetron) for Chemotherapy-Induced Nausea and Vomiting,fosnetupitant and palonosetron,,"April 19, 2018",Helsinn,"Nausea/Vomiting, Chemotherapy Induced",https://www.drugs.com/newdrugs/fda-approves-intravenous-formulation-akynzeo-fosnetupitant-palonosetron-chemotherapy-induced-nausea-4726.html,,,,,,,,,Prescription only,Risk data available,Not a controlled drug,,,,,,,,,
FDA Approves Invega Sustenna for the Acute and Maintenance Treatment of Schizophrenia,paliperidone palmitate,Extended-Release Injectable Suspension,"July 31, 2009","Janssen Pharmaceuticals,  Inc.","Schizophrenia, Schizoaffective Disorder",https://www.drugs.com/newdrugs/fda-approves-invega-sustenna-acute-maintenance-schizophrenia-1543.html,,,,,,,,,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,,,,
FDA Approves Lokelma (sodium zirconium cyclosilicate) for the Treatment of Adults with Hyperkalemia,sodium zirconium cyclosilicate,for Oral Suspension,"May 18, 2018",AstraZeneca,Hyperkalemia,https://www.drugs.com/newdrugs/fda-approves-lokelma-sodium-zirconium-cyclosilicate-adults-hyperkalemia-4747.html,,,,,,,,,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,,,,
FDA Approves Luxturna (voretigene neparvovec-rzyl) Gene Therapy to Treat Patients with a Rare Form of Inherited Vision Loss,voretigene neparvovec,Intraocular Suspension for Subretinal Injection,"December 19, 2017",Spark Therapeutics,Biallelic RPE65-Mediated Inherited Retinal Disease,https://www.drugs.com/newdrugs/fda-approves-luxturna-voretigene-neparvovec-rzyl-gene-therapy-patients-rare-inherited-vision-loss-4662.html,,,,,,,,,Prescription only,Risk data available,Not a controlled drug,,,,,,,,,
FDA Approves Obizur [Antihemophilic Factor (Recombinant)] for Acquired Hemophilia A,,,"October 23, 2014",Baxter International Inc.,Hemophilia A,https://www.drugs.com/newdrugs/fda-approves-obizur-antihemophilic-factor-recombinant-acquired-hemophilia-4103.html,,,,,,,,,Prescription only,Risk data available,Not a controlled drug,,,,,,,,,
FDA Approves Poteligeo (mogamulizumab-kpkc) for Mycosis Fungoides and Sézary Syndrome,mogamulizumab-kpkc,Injection,"August 8, 2018","Kyowa Hakko Kirin Co., Ltd.",Mycosis Fungoides; Sézary Syndrome,https://www.drugs.com/newdrugs/fda-approves-poteligeo-mogamulizumab-kpkc-mycosis-fungoides-s-zary-syndrome-4792.html,,,,,,,,,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,,,,
FDA Approves Ryanodex for the Treatment of Malignant Hyperthermia,dantrolene,Injectable Suspension,"July 22, 2014","Eagle Pharmaceuticals, Inc.",Malignant Hyperthermia,https://www.drugs.com/newdrugs/fda-approves-ryanodex-malignant-hyperthermia-4058.html,,,,,,,,,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,,,,
FDA Approves Technegas (Technetium Tc 99-m Labeled Carbon) Radioactive Diagnostic Agent,technetium Tc 99m carbon,Inhalation Aerosol,"September 29, 2023",Cyclopharm Limited,Diagnosis and Investigation,https://www.drugs.com/newdrugs/fda-approves-technegas-technetium-tc-99-m-labeled-carbon-radioactive-diagnostic-agent-6106.html,,,,,,,,,Prescription only,,,,,,,,,,,
Flamel Technologies Announces FDA Approval of Vazculep,phenylephrine hydrochloride,Injection,"June 27, 2014",Flamel Technologies,Hypotension,https://www.drugs.com/newdrugs/flamel-technologies-announces-fda-approval-vazculep-4051.html,,,,,,,,,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,,,,
Belotero Balance,dermal filler,,"November 16, 2011","Merz Pharmaceuticals, LLC",Facial Wrinkles,https://www.drugs.com/newdrugs/merz-aesthetics-announces-fda-approval-belotero-balance-dermal-filler-correction-moderate-severe-2950.html,,,,,,,,,Unknown,,,,,,,,,,,
Neos Therapeutics Receives U.S. FDA Approval of Adzenys ER (amphetamine) Extended-Release Oral Suspension for ADHD,amphetamine,Extended-Release Liquid Suspension  - formerly NT-0201,"September 15, 2017","Neos Therapeutics, Inc.",Attention-Deficit Hyperactivity Disorder (ADHD),https://www.drugs.com/newdrugs/neos-therapeutics-receives-u-s-fda-approval-adzenys-er-amphetamine-extended-release-oral-suspension-4595.html,,,,,,,,,Prescription only,Risk data available,High potential for abuse,Drug history at FDA,,,,,,,,
Sanofi Pasteur Announces FDA Approval of Quadracel DTaP-IPV Vaccine for Children 4 through 6 Years of Age,Diphtheria and Tetanus Toxoids and Acellular Pertussis Absorbed and Inactivated Poliovirus; DTaP-IPV Vaccine,Injection,"March 24, 2015",Sanofi Pasteur,"Diphtheria Prophylaxis, Tetanus Prophylaxis, Poliomyelitis Prophylaxis, Pertussis Prophylaxis",https://www.drugs.com/newdrugs/sanofi-pasteur-announces-fda-approval-quadracel-dtap-ipv-vaccine-children-4-through-6-years-age-4194.html,,,,,,,,,Prescription only,Risk data available,Not a controlled drug,,,,,,,,,
Teva Receives FDA Approval for Vantrela ER (hydrocodone bitartrate) Extended-Release Tablets Formulated with Proprietary Abuse Deterrence Technology,hydrocodone bitartrate,Extended-Release Tablets,"January 17, 2017",Teva Pharmaceutical Industries Ltd.,Pain,https://www.drugs.com/newdrugs/teva-receives-fda-approval-vantrela-er-hydrocodone-bitartrate-extended-release-formulated-4473.html,,,,,,,,,Discontinued,Risk data available,High potential for abuse,Drug history at FDA,,,,,,,,
TherapeuticsMD Announces FDA Approval of Imvexxy (estradiol vaginal inserts) for the Treatment of Dyspareunia Due to Menopause,estradiol,Vaginal Inserts  - formerly TX-004HR,"May 29, 2018","TherapeuticsMD, Inc.",Dyspareunia,https://www.drugs.com/newdrugs/therapeuticsmd-announces-fda-approval-imvexxy-estradiol-vaginal-inserts-dyspareunia-due-menopause-4754.html,,,,,,,,,Prescription only,Risk data available,Not a controlled drug,,,,,,,,,
Zemdri (plazomicin) Approved by FDA for the Treatment of Adults with Complicated Urinary Tract Infections (cUTI),plazomicin,Injection,"June 25, 2018","Achaogen, Inc.",Urinary Tract Infection,https://www.drugs.com/newdrugs/zemdri-plazomicin-approved-fda-adults-complicated-urinary-tract-infections-cuti-4770.html,,,,,,,,,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,,,,
Nexavar,sorafenib,Tablets,"December 20, 2005",Bayer Pharmaceuticals Corporation,"Renal Cell Carcinoma, Hepatocellular Carcinoma, Thyroid Cancer",https://www.drugs.com/nexavar.html,https://www.drugs.com/mtm/sorafenib.html,Multikinase inhibitors,,"Keytruda, pembrolizumab, Avastin, doxorubicin, Armour Thyroid, bevacizumab, nivolumab",5.4,14,https://www.drugs.com/comments/sorafenib/nexavar.html,https://www.drugs.com/sfx/nexavar-side-effects.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2005,,Hepatocellular Carcinoma  ,4.6,9,27.0,"$26,874.90",200 mg,https://www.drugs.com/price-guide/nexavar
Nexletol,bempedoic acid,Tablets,"February 21, 2020","Esperion Therapeutics, Inc.","High Cholesterol, Familial Heterozygous, Cardiovascular Risk Reduction",https://www.drugs.com/nexletol.html,https://www.drugs.com/bempedoic-acid.html,Miscellaneous antihyperlipidemic agents,,,,,,https://www.drugs.com/sfx/nexletol-side-effects.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2020,,,,,29.0,$438.96,180 mg,https://www.drugs.com/price-guide/nexletol
Nexlizet,bempedoic acid and ezetimibe,Tablets,"February 26, 2020",Esperion Therapeutics,"High Cholesterol, Familial Heterozygous",https://www.drugs.com/nexlizet.html,https://www.drugs.com/bempedoic-acid-and-ezetimibe.html,Antihyperlipidemic combinations,,,,,,https://www.drugs.com/sfx/nexlizet-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,31.0,$438.96,180 mg-10 mg,https://www.drugs.com/price-guide/nexlizet
Nexterone,amiodarone HCl,Injection,"December 24, 2008",Prism Pharmaceuticals,"Ventricular Fibrillation, Ventricular Tachycardia",https://www.drugs.com/nexterone.html,https://www.drugs.com/amiodarone.html,Group III antiarrhythmics,,,,,,https://www.drugs.com/sfx/nexterone-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,1.0,$447.85,150 mg/100 mL-D5%,https://www.drugs.com/price-guide/nexterone
Nextstellis,drospirenone and estetrol,Tablets,"April 15, 2021",Mayne Pharma,Birth Control,https://www.drugs.com/nextstellis.html,https://www.drugs.com/mtm/drospirenone-and-estetrol.html,Contraceptives,,"norethindrone, levonorgestrel, medroxyprogesterone, Provera, Mirena, Depo Provera",6.9,21,https://www.drugs.com/comments/drospirenone-estetrol/nextstellis.html,https://www.drugs.com/sfx/nextstellis-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,Birth Control  ,7.1,17,53.0,$223.57,3 mg-14.2 mg,https://www.drugs.com/price-guide/nextstellis
